ST # ;ROAD;PC;WARD;PLAN;LOT;CONTRACTOR ;BLG TYPE ;MUNICIPALITY ;DESCRIPTION;D.U.;VALUE;FT2;PERMIT#;APPL. TYPE;ISSUED DATE
27 A ;GRAHAM AVE ;;Ward 17;90280;3;OGC LTD.;Single;Old Ottawa;Construct a 3 storey addition (rear yard) and interior alterations to a 2 storey detached dwelling to create a long semi with a basement SDU;2;267 720;1670;2008300;Construction; 2020-oct-19
27 B ;GRAHAM AVE ;;Ward 17;90280;3;OGC LTD.;Single;Old Ottawa;Construct a 3 storey addition (rear yard) and interior alterations to a 2 storey detached dwelling to create a long semi with a basement SDU;2;267 720;1670;2008300;Construction; 2020-oct-19
27  ;GRAHAM AVE ;K1S0B6;Ward 17;90280;3;OGC LTD.;Single;Old Ottawa;Construct a 3 storey addition (rear yard) and interior alterations to a 2 storey detached dwelling to create a long semi with a basement SDU;2;267 720;1670;2008300;Construction; 2020-oct-19
2285 C ;ST-LAURENT, BOULEVARD  ;K1G4Z4;Ward 10;4M-;;PENNEX BACKFLOW PREVENTION;Mixed;Old Ottawa;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply (Building C);0;0;0;2008301;Construction; 2020-oct-19
60  ;CAMBRIDGE ST N;K1R7A5;Ward 14;3459;1-19;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;Interior alterations to the 2nd floor of a 6 storey hospital (Saint-Vincent Hospital);0;50 000;344;2008302;Construction; 2020-oct-19
110  ;BEARBROOK RD ;K1B5R2;Ward 2;4M-;;PENNEX BACKFLOW PREVENTION;Mixed;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply;0;0;0;2008303;Construction; 2020-oct-19
2490  ;DON REID DR ;K1H1E1;Ward 10;4M-;;TOURANGEAU PLUMBING MECHANICAL SERVICE;Office;Old Ottawa;PLUMBING ONLY - Install a Premise Isolation Backflow Prevention Device on the domestic water supply;0;10 000;43;2008304;Construction; 2020-oct-19
251  ;SCOUT ST ;K2C4E6;Ward 16;4M-1090;45;CONTRACTOR UNKNOWN;Single;Old Ottawa;Interior alterations on the 1st floor of a 2 storey detached dwelling (remove loadbearing wall);0;9 500;50;2008305;Construction; 2020-oct-19
2616  ;BANK ST ;K1T1M9;Ward 10;141;19;TOURANGEAU PLUMBING MECHANICAL SERVICE;Institutional;Gloucester;PLUMBING ONLY - Install a Premise Isolation Backflow Prevention Device on the domestic water supply;0;10 000;43;2008306;Construction; 2020-oct-19
3003  ;ST-JOSEPH, BOULEVARD  ;K1E1E1;Ward 1;4M-;;TOURANGEAU PLUMBING MECHANICAL SERVICE;Retail;Cumberland;PLUMBING ONLY - Install a Premise Isolation Backflow Prevention Device on the domestic water supply;0;10 000;43;2008307;Construction; 2020-oct-19
31  ;MANHATTAN CRES ;K2C4B4;Ward 16;4M-1047;;***CONTRACTOR***;Rowhouse;Old Ottawa;Construct a deck on a 3 storey rowhouse (rear yard);0;2 600;180;2008308;Construction; 2020-oct-19
629  ;BAIE-DES-CASTORS, DE LA ST ;;Ward 19;4M1610;1;***CONTRACTOR***;Single;Cumberland;Install an enclosure for a Hot tub (rear yard);0;0;0;2008309;Pool Enclosure; 2020-oct-20
137  ;BLOOMINGDALE ST ;K2C3Z9;Ward 16;4M-970;;***CONTRACTOR***;Single;Old Ottawa;Finish the basement of a detched dwelling in a 3 storey detached dwelling;0;23 968;645;2008310;Construction; 2020-oct-20
277  ;MOUNT NEBO WAY ;K1X0E1;Ward 22;4M1601;304;CONTRACTOR UNKNOWN;Single;Gloucester;Install an enclosure for an inground pool (rear yard);0;0;0;2008311;Pool Enclosure; 2020-oct-20
77  ;RENFREW AVE ;K1S1Z4;Ward 17;92408;PT LT 54 LT 53;CONTRACTOR UNKNOWN;Single;Old Ottawa;Interior alterations to a 2 storey detached dwelling (remove non load-bearing wall and load-bearing wall);0;10 000;300;2008312;Construction; 2020-oct-20
306  ;EAGLEHEAD CRES ;K2S2J1;Ward 6;;23;IMPRESSIONS GROUP OTTAWA;Single;Goulbourn;Install pool enclosure for a inground pool (rear yard);0;0;0;2008313;Pool Enclosure; 2020-oct-20
272  ;ENCLAVE WALK ;K1W0J5;Ward 2;4M-1544;58;CONTRACTOR UNKNOWN;Single;Gloucester;Install an enclosure for an inground pool (rear yard);0;0;0;2008314;Pool Enclosure; 2020-oct-20
6045  ;BANK ST ;K4P0G5;Ward 20;4M-;73;CONTRACTOR UNKNOWN;Retail;Osgoode;Tenant fit-up in a 1 storey retail building (Pizza Hut) (Unit D1A);0;140 000;1202;2008315;Construction; 2020-oct-20
450  ;PRESTON ST ;K1S4N6;Ward 14;38;1529 - 1530;CONTRACTOR UNKNOWN;Retail;Old Ottawa;Tenant fit up in 1 storey retail building (Mikaza);0;350 000;16000;2008316;Construction; 2020-oct-20
16  ;MARCHVALE DR ;K2W1C2;Ward 5;4M1042;6;CONTRACTOR UNKNOWN;Detached Garage/Shed;Kanata;Construct a detached garage (rear yard);0;20 000;725;2008317;Construction; 2020-oct-20
164  ;ST-LAURENT, BOULEVARD  ;K1K2Y7;Ward 13;M82;16;CONTRACTOR UNKNOWN;Single;Old Ottawa;Exterior/Interior alterations on the 2nd floor of a 2 storey detached dwelling (new dormer roof and renovate bathroom);0;54 000;360;2008318;Construction; 2020-oct-20
19  ;SPRUCEWOOD PL ;K1W1K3;Ward 2;4M-1133;52;JMD POOLS INC;Single;Gloucester;Install an enclosure for an inground pool (rear yard);0;0;0;2008319;Pool Enclosure; 2020-oct-20
153  ;MASKINONGE, CROISSANT DU  ;;Ward 19;4M1592;60;GUY ROBERT LANDSCAPE;Single;Cumberland;Install an enclosure for a in ground pool (rear yard);0;0;0;2008320;Pool Enclosure; 2020-oct-20
336  ;MEMORIAL GROVE ;K1X0E3;Ward 22;4M1601;212;FLORAL DESIGN LANDSCAPING;Single;Gloucester;Install an enclosure for an in ground pool (rear yard);0;0;0;2008321;Pool Enclosure; 2020-oct-20
4475  ;TRAIL RD ;K0A2Z0;Ward 21;;;CONTRACTOR UNKNOWN;Industrial;Nepean;Construct an equipment container on slab on grade footings (blower and electrical room);0;26 755;320;2008322;Construction; 2020-oct-20
147  ;GRANDVIEW RD ;K2H8B8;Ward 7;4M-;;TOP HAT HOME COMFORT SERVICES;Single;Nepean;install a wood burning fireplace ( replacement );0;5 471;0;2008323;Construction; 2020-oct-20
535  ;CARACOLE WAY ;K4A0W3;Ward 19;4M-1459;137;CONTRACTOR UNKNOWN;Single;Cumberland;Install an enclosure for an inground pool (rear yard);0;0;0;2008324;Pool Enclosure; 2020-oct-20
5556  ;MANOTICK MAIN ST ;;Ward 21;4M-;2;CONTRACTOR UNKNOWN;Retail;Rideau;Construct a 1 storey retail building;0;511 173;6878;2008325;Construction; 2020-oct-20
5833 A ;RIDEAU VALLEY DR N;K4M1B3;Ward 21;4M-;7;HIGHBRIDGE CONSTRUCTION;Single;Rideau;Interior alterations in the kitchen and mudroom area including removal of the loadbearing wall on the 1st floor of a 2 storey detached dwelling;0;120 000;400;2008326;Construction; 2020-oct-20
1  ;CANFIELD RD ;K2H5S7;Ward 9;485324;;CONTRACTOR UNKNOWN;Institutional;Nepean;Remove and replace fire alarm panel in a place of worship (St. Mary's);0;6 500;1;2008327;Construction; 2020-oct-20
3768  ;REVELSTOKE DR ;K1V7C4;Ward 16;540;41;***CONTRACTOR***;Single;Old Ottawa;Install an enclosure for an inground pool (rear yard);0;0;0;2008328;Pool Enclosure; 2020-oct-20
1125  ;COLONEL BY DR ;K1S5B6;Ward 17;4M-;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;Tenant fit-up on the 1st floor of a 3 storey institiutional building  (Carleton University, Commons Building - Starbucks);0;211 000;1550;2008329;Construction; 2020-oct-20
130  ;KAMLOOPS AVE ;K1V7C9;Ward 16;629;17;FLORAL DESIGN LANDSCAPING;Single;Old Ottawa;Install an enclosure for an in ground pool (rear yard);0;0;0;2008330;Pool Enclosure; 2020-oct-20
111  ;SLACK RD ;K2G0B7;Ward 9;;;CONTRACTOR UNKNOWN;Demolition;Nepean;Demolish a 2 storey detached dwelling;-1;30 000;-2200;2008331;Demolition; 2020-oct-20
17  ;OVERLAKE DR ;K2E5V2;Ward 9;530290;7;CONTRACTOR UNKNOWN;Single;Nepean;Construct a secondary dwelling unit in the basement and alterations on the main floor of a 1 storey detached dwelling;1;45 000;1890;2008332;Construction; 2020-oct-20
722  ;LARCASTLE CIR ;K4A4Z2;Ward 19;4M1212;174;FLORAL DESIGN LANDSCAPING;Single;Cumberland;Install an enclosure for an in ground pool (rear yard);0;0;0;2008333;Pool Enclosure; 2020-oct-20
1428  ;HOUSTON CRES ;K2W1B6;Ward 5;4M-849;30;***CONTRACTOR***;Detached Garage/Shed;Kanata;Construct a shed (rear yard);0;35 000;1176;2008334;Construction; 2020-oct-20
1828  ;MONTEREAU AVE ;K1C5X1;Ward 2;4M-497;34;MERMAID POOLS (MERIVALE);Single;Gloucester;Install an enclosure for an inground pool (rear yard);0;0;0;2008335;Pool Enclosure; 2020-oct-20
44  ;SHOULDICE CRES ;K2L1M9;Ward 23;879;660;CAPITAL FOUNDATION;Single;Kanata;Interior /Exterior alterations to add 2 new basement windows / window wells;0;10 975;0;2008336;Construction; 2020-oct-20
380  ;PICCADILLY AVE N;K1Y0H4;Ward 15;287;20;CONTRACTOR UNKNOWN;Semi - Detached;Old Ottawa;Interior alterations to a 2 storey semi-detached dwelling;0;8 500;172;2008337;Construction; 2020-oct-20
309  ;KNOX CRES ;K1G0K9;Ward 18;568;333;GRANDMAISON, DOMINIC;Single;Old Ottawa;Install an enclosure for an in ground pool (rear yard);0;0;0;2008339;Pool Enclosure; 2020-oct-20
1997  ;PRINCE OF WALES DR ;K2C3J7;Ward 9;4M-;;CONTRACTOR UNKNOWN;Single;Nepean;PLUMBING ONLY -  Connect to City Services;0;0;0;2008340;Construction; 2020-oct-20
312  ;PLEASANT PARK RD ;K1H5M8;Ward 18;129;93;CONTRACTOR UNKNOWN;Single;Old Ottawa;Construct a 2 storey detached dwelling w/ attached garage;1;808 324;6561;2008341;Construction; 2020-oct-20
312  ;PLEASANT PARK RD ;K1H5M8;Ward 18;129;93;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;Demolish a 2 storey detached dwelling;-1;25 000;-2152;2008343;Demolition; 2020-oct-20
767  ;SILVER SEVEN RD ;K2V0H1;Ward 23;4M-;;CONTRACTOR UNKNOWN;Retail;Kanata;Tenant fit up in a Retail Building (ogham craft spirits);0;61 598;1658;2008344;Construction; 2020-oct-20
100  ;BAYSHORE DR ;K2B8C1;Ward 7;4M-;;CONTRACTOR UNKNOWN;Retail;Nepean;Interior alterations to a 3 storey shopping centre (Bayshore Mall, Unit # BB13 - , 2nd floor, base building work);0;293 000;1429;2008345;Construction; 2020-oct-20
840  ;METEOR AVE ;K4B0L1;Ward 19;4M1604;20;***CONTRACTOR***;Single;Cumberland;Install an enclosure for a hot tub (rear yard);0;0;0;2008346;Pool Enclosure; 2020-oct-20
823  ;ROTARY WAY ;;Ward 22;4M-;17;CONTRACTOR UNKNOWN;Institutional;Gloucester;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device;0;0;0;2008347;Construction; 2020-oct-20
112  ;HAMILTON AVE N;K1Y1B9;Ward 15;157;1356;CONTRACTOR UNKNOWN;Duplex;Old Ottawa;Interior alterations in a 2 storey duplex;0;7 500;10;2008348;Construction; 2020-oct-20
1309  ;CARLING AVE ;K1Z7L3;Ward 15;;;DORAN CONTRACTORS;Apartment;Old Ottawa;Construct a 24 storey apartment building;213;39 148 645;285900;2008349;Construction; 2020-oct-20
8311  ;FERNBANK RD ;K0A1B0;Ward 21;4M-;6-7;FAWN GROUP CONSTRUCTION;Farm;Goulbourn;Construct a 1 storey argriculture storage building;0;27 000;1500;2008350;Construction; 2020-oct-20
2691  ;DON ST ;K2B6Y4;Ward 7;227;8;CONTRACTOR UNKNOWN;Detached Garage/Shed;Old Ottawa;Construct a detached garage;0;7 000;240;2008351;Construction; 2020-oct-20
2831  ;MOODIE DR ;K2J4S6;Ward 21;4M-;;***CONTRACTOR***;Detached Garage/Shed;Nepean;Construct a detached garage (rear yard);0;25 000;560;2008352;Construction; 2020-oct-20
138  ;GRANDVIEW RD ;K2H8B1;Ward 7;444;95;RE HUBERT HEATING LTD.;Single;Nepean;Install a wood burning fireplace on the 1st floor of a 1 storey detached dwelling;0;22 405;0;2008355;Construction; 2020-oct-20
1756  ;KILBORN AVE ;K1H6N2;Ward 18;760;11;CONTRACTOR UNKNOWN;Single;Old Ottawa;Finish the basement of a 1 storey detached dwelling;0;40 799;1098;2008356;Construction; 2020-oct-20
2  ;BRIARCLIFFE DR ;K1J6E4;Ward 11;753;7;CONTRACTOR UNKNOWN;Single;Gloucester;Remove and replace roof trusses and interior alterations;0;150 000;410;2008357;Construction; 2020-oct-20
694  ;THICKET WAY ;K4A3B4;Ward 19;50M162;191;CLUB PISCINE;Single;Cumberland;Install an enclosure for an above ground pool (rear yard);0;0;0;2008359;Pool Enclosure; 2020-oct-21
364  ;THOMAS A. DOLAN PKY ;K0A1T0;Ward 5;4M-;26;ARTIUM DESIGN BUILD INC;Single;Kanata;Interior alterations in a 2 storey detached dwelling;0;200 000;100;2008360;Construction; 2020-oct-21
58  ;BALD EAGLE CRES ;K0A2Z0;Ward 21;4M1456;23;CONTRACTOR UNKNOWN;Single;Goulbourn;Finished basement to a 2 storey detached dwelling;0;40 876;1100;2008361;Construction; 2020-oct-21
4541  ;KELLY FARM DR ;K1X0E8;Ward 20;4M1653;123;PATHWAYS SOUTH REGIONAL INC.;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Palermo 2019 B;1;419 722;2510;2008362;Construction; 2020-oct-21
34  ;GERTIE ST ;K0A2Z0;Ward 21;4M1183;112;MERMAID POOLS (MERIVALE);Single;Goulbourn;Install an enclosure for an inground pool (rear yard);0;0;0;2008363;Pool Enclosure; 2020-oct-21
34  ;SALAMANDER WAY ;K1X0E9;Ward 22;4M1617;13;CONTRACTOR UNKNOWN;Single;Gloucester;Finish the basement in a 1storey detached dwelling;0;35 971;968;2008364;Construction; 2020-oct-21
4539  ;KELLY FARM DR ;K1X0E8;Ward 20;;122;PATHWAYS SOUTH REGIONAL INC.;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Billings 4 2019 B;1;422 230;2525;2008365;Construction; 2020-oct-21
4551  ;KELLY FARM DR ;;Ward 20;;128;PATHWAYS SOUTH REGIONAL INC.;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Billings 4 2019 B;1;422 230;2525;2008366;Construction; 2020-oct-21
401  ;SMYTH RD ;K1H8L1;Ward 18;;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;Interior alterations on the ground floor of  a 6 storey hospital building (CHEO);0;25 000;969;2008367;Construction; 2020-oct-21
180  ;KENT ST ;K1P0B6;Ward 14;4M-;;MARANT CONSTRUCTION LTD.;Office;Old Ottawa;Interior alterations on the 8th floor of a 19 storey office building (Unit #810);0;470 000;3038;2008368;Construction; 2020-oct-21
659  ;MANSFIELD AVE ;K2A2T5;Ward 15;4M-;;DANIEL ROBERT STONE;Single;Old Ottawa;Construct a 1 storey addition (3-season sunroom) to a 1-storey detached dwelling;0;35 000;208;2008369;Construction; 2020-oct-21
6183  ;CARP RD ;K0A2H0;Ward 5;;15;T3 CONSTRUCTORS INC.;Detached Garage/Shed;West Carleton;Construct a detached garage due to fire (side yard);0;20 000;480;2008370;Construction; 2020-oct-21
2368  ;HADDINGTON CRES ;K1H8J4;Ward 18;843;228;MERMAID POOLS (MERIVALE);Single;Old Ottawa;Install an enclosure for an inground pool (rear yard);0;0;0;2008371;Pool Enclosure; 2020-oct-21
5  ;BIRCHFIELD AVE ;K2M2N4;Ward 23;4M-929;33;CONTRACTOR UNKNOWN;Single;Kanata;Finish the basement in a 2 storey detached dwelling;0;21 601;581;2008372;Construction; 2020-oct-21
1008  ;STORMONT ST ;K2C0M9;Ward 16;291190;21;MERMAID POOLS (MERIVALE);Single;Old Ottawa;Install an enclosure for an inground pool (rear yard);0;0;0;2008373;Pool Enclosure; 2020-oct-21
555  ;LEGGET DR ;K2K2X3;Ward 4;4M-;;KRP PROPERTIES;Office;Kanata;Interior alterations on the 1st floor of a 10 storey building - construction of a demising wall to create two tenant spaces for future tenant fit-ups;0;15 000;1500;2008374;Construction; 2020-oct-21
249  ;SCOUT ST ;K2C4E6;Ward 16;4M-1090;44;AMSTED DESIGN BUILD;Single;Old Ottawa;Finish the basement in a 2 storey detached dwelling;0;34 076;917;2008375;Construction; 2020-oct-21
575  ;BOBOLINK RIDGE ;K2S2P4;Ward 6;4M-1619;144;TAMARACK DEVELOPMENTS CORPORATION;Single;Goulbourn;Construct a 2 Storey Single with attached garage  Model: 3811 2020 B;1;452 998;2709;2008376;Construction; 2020-oct-21
146  ;GLENORA ST ;K1S1J5;Ward 17;102;3;CONTRACTOR UNKNOWN;Single;Old Ottawa;Construct a 2 storey detached dwelling;1;401 328;2400;2008377;Construction; 2020-oct-21
146  ;GLENORA ST ;K1S1J5;Ward 17;102;3;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;Demolish a 2 storey detached dwelling;-1;8 000;-1399;2008378;Demolition; 2020-oct-21
2950  ;FRANK KENNY RD ;K4B0C5;Ward 19;;PT LT 7;CONTRACTOR UNKNOWN;Single;Cumberland;Construct a secondary dwelling unit in a 1 storey detached dwelling;1;20 000;980;2008379;Construction; 2020-oct-21
1862  ;PRESTWICK DR ;K1E2T4;Ward 19;50M-66;217;***CONTRACTOR***;Single;Cumberland;Exterior alterations to a 2 storey detached dwelling (install windows on 2nd floor);0;8 283;2;2008380;Construction; 2020-oct-21
36  ;STEWART ST ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device;0;0;0;2008381;Construction; 2020-oct-21
154  ;RIVER LANE ;K1M1T1;Ward 13;42;13;LAJEUNESSE, ALAIN-REMI;Single;Old Ottawa;Install an enclosure for a hot tub (rear yard);0;0;0;2008382;Pool Enclosure; 2020-oct-21
26  ;ACONITUM WAY ;K1T0S1;Ward 22;4M-1640;58T;TAMARACK DEVELOPMENTS CORPORATION;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: 4540 2020 D;1;538 113;3218;2008383;Construction; 2020-oct-21
50  ;UNIVERSITE PRIV ;K1N6N5;Ward 12;40654;2 AND 3;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device;0;0;0;2008384;Construction; 2020-oct-21
34  ;STEWART ST ;K1N6N5;Ward 12;6;1-4;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device;0;0;0;2008385;Construction; 2020-oct-21
30  ;STEWART ST ;K1N6N5;Ward 12;4M-;;CONTRACTOR UNKNOWN;Office;Old Ottawa;PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device;0;0;0;2008386;Construction; 2020-oct-21
800  ;GREEN CREEK DR ;;Ward 11;4M-;;CONTRACTOR UNKNOWN;Industrial;Gloucester;Foundation repair to a 2 storey building (Raw Sewage Pumping Station);0;18 500;100;2008387;Construction; 2020-oct-21
55  ;LAURIER AVE E;K1N6N5;Ward 12;9661;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device;0;0;0;2008388;Construction; 2020-oct-21
60  ;UNIVERSITE PRIV ;K1N6N5;Ward 12;3350;18 AND 19;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device;0;0;0;2008389;Construction; 2020-oct-21
790  ;METEOR AVE ;K4B0L1;Ward 19;4M1604;15;MACORIG, PATRICK;Single;Cumberland;Install an enclosure for an inground pool (rear yard);0;0;0;2008390;Pool Enclosure; 2020-oct-21
1300  ;BASELINE RD ;K2C0A9;Ward 9;30;16;CONTRACTOR UNKNOWN;Office;Old Ottawa;Tenant fit up in a 1 storey single tenant office building (Ottawa Hyperbaric Oxygen Therapy Inc.);0;160 000;2131;2008391;Construction; 2020-oct-21
1019  ;EDMOND AVE ;K1G2P9;Ward 18;728;431;HUBERT'S FIREPLACE CONSULTATION & DESIGN;Single;Old Ottawa;Install a wood burning fireplace and chimney on the 1st floor of a 1 storey detached dwelling;0;20 504;0;2008392;Construction; 2020-oct-21
316  ;BARRETT FARM DR ;K1T0S1;Ward 22;4M-1640;62T;TAMARACK DEVELOPMENTS CORPORATION;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: 3811 2020 B;1;452 998;2709;2008393;Construction; 2020-oct-21
843  ;CARLING AVE ;K1S2E7;Ward 14;;;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;PARTIAL DEMOLITION - Demolish 1 storey train station (Trillium Line - Carling O-Train Station);0;0;0;2008394;Demolition; 2020-oct-21
4546  ;KELLY FARM DR ;;Ward 20;;118;PATHWAYS SOUTH REGIONAL INC.;Single;Gloucester;Construct a 1 Storey Single with attached garage  Model: Firestone 2019 w/sunroom B;1;268 388;1605;2008395;Construction; 2020-oct-21
318  ;BARRETT FARM DR ;K1T0S1;Ward 22;4M-1640;63t;TAMARACK DEVELOPMENTS CORPORATION;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: 4540 2020 D;1;538 113;3218;2008396;Construction; 2020-oct-21
163  ;CONCORD ST S;K1S0Z5;Ward 17;110574;120;CONTRACTOR UNKNOWN;Detached Garage/Shed;Old Ottawa;Repairs to the foundation of a shed (rear yard);0;7 500;270;2008397;Construction; 2020-oct-21
70  ;GLOUCESTER ST ;K2P0A2;Ward 14;4M-;;CLARIDGE HOMES (70 GLOUCESTER) INC.;Apartment;Old Ottawa;Tenant fit-up on the 1st floor of a 27 storey apartment building;0;49 598;1335;2008398;Construction; 2020-oct-21
885  ;ANTONIO FARLEY ST ;K4A5K1;Ward 19;;;TAMARACK DEVELOPMENTS CORPORATION;Rowhouse;Cumberland;Construct a 2 Storey Rowhouse with attached garages  Models: T-6 2015 A,T-7 2015 A,T-6 2015 A,T-1 2015 A;4;733 426;6579;2008399;Construction; 2020-oct-21
887  ;ANTONIO FARLEY ST ;K4A5K1;Ward 19;;;TAMARACK DEVELOPMENTS CORPORATION;Rowhouse;Cumberland;Construct a 2 Storey Rowhouse with attached garages  Models: T-6 2015 A,T-7 2015 A,T-6 2015 A,T-1 2015 A;4;733 426;6579;2008399;Construction; 2020-oct-21
889  ;ANTONIO FARLEY ST ;K4A5K1;Ward 19;;;TAMARACK DEVELOPMENTS CORPORATION;Rowhouse;Cumberland;Construct a 2 Storey Rowhouse with attached garages  Models: T-6 2015 A,T-7 2015 A,T-6 2015 A,T-1 2015 A;4;733 426;6579;2008399;Construction; 2020-oct-21
891  ;ANTONIO FARLEY ST ;K4A5K1;Ward 19;;;TAMARACK DEVELOPMENTS CORPORATION;Rowhouse;Cumberland;Construct a 2 Storey Rowhouse with attached garages  Models: T-6 2015 A,T-7 2015 A,T-6 2015 A,T-1 2015 A;4;733 426;6579;2008399;Construction; 2020-oct-21
881  ;ANTONIO FARLEY ST ;K4A5K1;Ward 19;;;TAMARACK DEVELOPMENTS CORPORATION;Semi - Detached;Cumberland;Construct a 2 Storey Semi - Detached with attached garages  Models: S-6 2015 A,S-6 2015 A;2;572 894;3426;2008400;Construction; 2020-oct-21
883  ;ANTONIO FARLEY ST ;K4A5K1;Ward 19;;;TAMARACK DEVELOPMENTS CORPORATION;Semi - Detached;Cumberland;Construct a 2 Storey Semi - Detached with attached garages  Models: S-6 2015 A,S-6 2015 A;2;572 894;3426;2008400;Construction; 2020-oct-21
265  ;TROLLIUS WAY ;K1T0R9;Ward 22;4M-1640;128T;TAMARACK DEVELOPMENTS CORPORATION;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: 3814 2020 A;1;446 310;2669;2008401;Construction; 2020-oct-21
16  ;CONCOURSE GT ;K2E7S8;Ward 9;253;;CONTRACTOR UNKNOWN;Retail;Nepean;PLUMBING ONLY - Install a Premise Isolation Backflow Prevention Device;0;0;0;2008403;Construction; 2020-oct-21
36  ;MORRIS ST ;K1S4A7;Ward 17;44;5;MARC BOSSE CONSTRUCTION;Semi - Detached;Old Ottawa;Remove and replace covered 2-storey deck to a 2-storey rowhouse dwelling (front yard);0;1 500;10;2008406;Construction; 2020-oct-22
1036  ;FALAISE RD ;K2C0M5;Ward 16;4M-;;CONTRACTOR UNKNOWN;Single;Old Ottawa;Interior alterations to a 2 storey detached dwelling;1;120 000;1495;2008407;Construction; 2020-oct-22
38  ;MORRIS ST ;K1S4A7;Ward 17;44;5;MARC BOSSE CONSTRUCTION;Rowhouse;Old Ottawa;Remove and replace covered 2-storey deck to a 2-storey rowhouse dwelling (front yard);0;1 500;10;2008408;Construction; 2020-oct-22
677  ;PORTAGE AVE ;K1G1T2;Ward 18;4M-;;CONTRACTOR UNKNOWN;Single;Old Ottawa;Interior alterations to a 2 storey detached dwelling (remove loadbearing walls, kitchen renovation, bathroom renovations, relocate basement stair);0;45 000;1934;2008409;Construction; 2020-oct-22
217  ;MONTREAL, CHEMIN DE  ;K1L6C8;Ward 12;244;1-4;CONTRACTOR UNKNOWN;Retail;Vanier;Interior alterations on the 1st floor of a 2 storey retail building [Unit 217 A];0;7 000;360;2008410;Construction; 2020-oct-22
1407  ;BAINTREE PL ;K1B5H5;Ward 11;PM274;97;***CONTRACTOR***;Single;Gloucester;Construct a secondary dwelling unit in a 2 storey detached dwelling (basement);1;35 000;700;2008411;Construction; 2020-oct-22
1344  ;BARFIELD RD ;K4P1A1;Ward 20;4M-351;;CONTRACTOR UNKNOWN;Industrial;Osgoode;Interior alterations to a 2 storey automotive body shop;0;250 000;5703;2008412;Construction; 2020-oct-22
280  ;WESLEY AVE ;K1Z0A2;Ward 15;4M-;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;Construct a free standing structure (Madonna statue for Our Lady of Lavang Parish);0;2 000;100;2008413;Construction; 2020-oct-22
7  ;AMMOLITE ST ;K2S1Y5;Ward 6;1084;219;IMPRESSIONS GROUP OTTAWA;Single;Goulbourn;Install an enclosure for an inground pool (rear yard);0;0;0;2008414;Pool Enclosure; 2020-oct-22
24  ;ALLAN MOORE PL ;K2S2H8;Ward 6;1597;85;IMPRESSIONS GROUP OTTAWA;Single;Goulbourn;Install an enclosure for an inground pool (rear yard);0;0;0;2008416;Pool Enclosure; 2020-oct-22
7050  ;STILL MEADOW WAY ;K4P0C9;Ward 20;4M1548;40;JOHN GERARD HOMES;Single;Osgoode;Finish the basement in a 2 storey detached dwelling;0;64 621;1739;2008417;Construction; 2020-oct-22
151  ;SLATER ST ;K1P5H3;Ward 14;3922;44 45 & 46;CONTRACTOR UNKNOWN;Office;Old Ottawa;Interior alterations to a 12 storey office building;0;7 052 000;104851;2008418;Construction; 2020-oct-22
206  ;JAMES ST ;K1R5M7;Ward 14;30671;37A;CONTRACTOR UNKNOWN;Semi - Detached;Old Ottawa;Interior/exterior alterations to a 3 storey semi-detached dwelling;0;16 000;120;2008419;Construction; 2020-oct-22
1770  ;GREY NUNS DR ;K1C1C3;Ward 1;4M-;;CHORLEY + BISSET CONSULTING ENGINEERS;Institutional;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008422;Construction; 2020-oct-22
